"region","Branch_ID","center_id","center_name","loan_id","customer_id","Partner_BankID","Collected_By","Collection_Date","Collection_Status","Seq_Num","Collected_Amount","Waive_Off_Amount","principal_amt","interest_amt","paid_by","Collection_Type","Pay_Mode","source","Receipt_Number","Write_Off","Attendance","PreClosure_Reason","PreClosure_Fund_Source","modified_by","modified_on"
"3-Kalaburgi","115-Bijapur","3944","k-g n nagar bijapur _3944","508186","38021","Canara Bank-5397","SF00351-Umesh jadar","2024-08-20","Completed","28","34091","0","33992","99","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF00452-Sharanappa Rugi ","2024-08-20 10:11:45.715"
"135-Varanasi","189-Talbehat","14790","udguwan_14790","661575","162240","State Bank of India-50347","SF00232-Aditya Pratap Singh","2024-12-17","Completed","3","28565","0","28565","0","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF00232-Aditya Pratap Singh","2024-12-17 10:18:08.139"
"37-Amargol Hubli","147-Ranebennur","5213","medleri_5213","529812","55917","Karnataka Vikas Grameena Bank-10391","SF00238-Santosh Honnappa Havalannanavar","2024-07-31","Completed","19","13697","0","13677","20","Self","PreClosure","Cash","app","0","0","Absent","NA","NA","SF00220-Shivakumar Poojar","2024-07-31 09:07:04.085"
"1-Ayodhya","113-Chauri Chaura","3384","mitha-bel_3384","504615","34662","Punjab National Bank-4537","SF00101-Krishn Kant Ray","2024-09-05","Completed","32","25959","0","25846","113","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF00101-Krishn Kant Ray","2024-09-05 10:30:14.973"
"2-Mathura","117-Tundla","6889","etmadpur_6889","537295","62147","HDFC Bank-12238","","2025-01-13","Completed","40","26554","0","26554","0","","Death-PreClosure","","app","0","0","Absent","NA","NA","",""
"3-Kalaburgi","114-Yadgir","7477","hoskera_7477","546658","69785","State Bank of India-15524","","2024-08-13","Completed","30","40288","0","40288","0","","Death-PreClosure","","app","0","0","Absent","NA","NA","",""
"2-Mathura","185-Kasganj","16486","nawab-mohalla_16486","628000","136889","Bank of Baroda-40608","","2025-01-13","Completed","15","38116","0","38116","0","","Death-PreClosure","","app","0","0","Absent","NA","NA","",""
"37-Amargol Hubli","143-Shamanur","10746","kadlegondi-_10746","579091","97308","Karnataka Gramin Bank-26021","","2024-11-30","Completed","21","41564","0","41564","0","","Death-PreClosure","","app","0","0","Absent","NA","NA","",""
"4-Darbhanga","119-Runnisaidpur","5801","medanipur_5801","526310","53648","Punjab National Bank-9614","SFIN001-SREFINCREDIT-USER","2024-10-16","Completed","30","33609","0","33271","338","","PreClosure","","app","0","0","Absent","NA","NA","SF00578-Rajeev Kumar","2024-10-16 14:25:45.578"
"37-Amargol Hubli","158-Kittur","8618","degaon_8618","558045","78575","State Bank of India-18563","","2024-11-29","Completed","27","39644","0","39644","0","","Death-PreClosure","","app","0","0","Absent","NA","NA","",""
"2-Mathura","159-Fatehabad","8716","peeta-ka pura _8716","558289","79445","Canara Bank-18728","","2024-12-23","Completed","30","39401","0","39401","0","","Death-PreClosure","","app","0","0","Absent","NA","NA","",""
"4-Darbhanga","151-Kanti","13099","jiyan-khurd ward no. 2_13099","611600","123752","Central Bank of India-35050","","2025-01-21","Completed","22","17440","0","17440","0","","Death-PreClosure","","app","0","0","Absent","NA","NA","",""
"4-Darbhanga","149-Rosera","5926","musepur-malipur_5926","535977","54789","State Bank of India-9942","","2024-12-24","Completed","38","37593","0","37593","0","","Death-PreClosure","","app","0","0","Absent","NA","NA","",""
"1-Ayodhya","113-Chauri Chaura","3891","rampura-karmota _3891","507337","37243","Punjab National Bank-5203","SF01148-Sangam Kumar Pandey","2024-12-02","Completed","44","24022","0","23970","52","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF00101-Krishn Kant Ray","2024-12-02 10:12:09.579"
"4-Darbhanga","151-Kanti","8997","gopalpur-ward no.7_8997","561090","81841","Bank of Baroda-19534","SF00702-Munna Kumar","2025-02-06","Completed","36","25308","0","25290","18","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF01415-Vikas Yadav","2025-02-06 08:16:20.470"
"2-Mathura","117-Tundla","4849","shekhpura_4849","516979","45780","State Bank of India-7367","SF01516-Ravindra Kumar","2025-01-21","Completed","48","22057","0","21930","127","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF00727-Sateesh Kumar","2025-01-21 05:03:24.039"
"4-Darbhanga","119-Runnisaidpur","8089","khetalpur_8089","551408","73663","Bank of Baroda-17198","SF01220-Puspak Kumar","2024-12-23","Completed","31","28202","0","28100","102","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF00299-Kamal Kishore Thakur","2024-12-23 08:00:21.186"
"3-Kalaburgi","141-Gaddanakeri","5249","kaladgi-_5249","526742","53969","Bank of Baroda-9680","SF01200-Balasab Nadaf","2025-01-20","Completed","44","24109","0","24109","0","Self","PreClosure","Cash","app","0","0","Absent","NA","NA","","2025-01-20 07:01:30.835"
"2-Mathura","117-Tundla","5320","nayabas_5320","521542","49721","State Bank of India-8326","SF01516-Ravindra Kumar","2025-01-16","Completed","44","5011","0","5000","11","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF00727-Sateesh Kumar","2025-01-16 06:54:06.107"
"3-Kalaburgi","120-Kamalapur","6082","bablad-tk_6082","529856","55882","State Bank of India-10306","SF01168-Abhishek","2024-11-21","Completed","35","29663","0","29620","43","Self","PreClosure","Cash","app","0","0","Absent","NA","NA","SF01038-Siddappa","2024-11-21 08:06:46.096"
"3-Kalaburgi","120-Kamalapur","6051","kurikota_6051","528789","55597","State Bank of India-10134","SF00718-Syed Mustafa Hussaini","2024-05-31","Completed","10","9200","0","9193","7","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF00236-Mastan","2024-05-31 12:19:59.511"
"3-Kalaburgi","109-Basavakalyan","3239","morkhandi_3239","502392","32434","Karnataka Gramin Bank-3987","SF00209-Ajay kumar","2024-09-18","Completed","37","28484","0","28463","21","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF00787-Kumar","2024-09-18 13:35:18.010"
"3-Kalaburgi","115-Bijapur","12319","ibrahim-roza _12319","603732","111506","Indian Bank-32691","SF01130-Mohammadazaruddin H Halli","2024-11-13","Completed","13","21686","0","21592","94","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF00452-Sharanappa Rugi ","2024-11-13 07:21:04.311"
"4-Darbhanga","150-Sheohar","6355","jhawa-tola_6355","531697","58012","State Bank of India-10969","SF00578-Rajeev Kumar","2025-02-19","Completed","47","12616","0","12561","55","Self","PreClosure","Cash","app","0","0","Absent","NA","NA","SF00578-Rajeev Kumar","2025-02-19 14:49:06.969"
"135-Varanasi","189-Talbehat","16744","jamalpur-2_16744","631629","139810","Punjab National Bank-41404","SF00125-Vishal kumar maddheshiya","2024-11-14","Completed","6","27748","0","27748","0","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF00232-Aditya Pratap Singh","2024-11-14 08:38:51.120"
"1-Ayodhya","113-Chauri Chaura","3150","muhammadpur_3150","501157","31173","State Bank of India-3895","SF00353-RAMPRATAP RAJBHAR","2025-02-05","Completed","57","20905","0","20814","91","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF00101-Krishn Kant Ray","2025-02-05 08:05:55.540"
"2-Mathura","145-Kiraoli","7443","davli_7443","549279","71851","Canara Bank-16152","SF00903-Sumit Kumar","2025-02-14","Completed","41","25988","0","25988","0","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF01651-Vijay Kumar","2025-02-14 07:05:17.833"
"37-Amargol Hubli","142-Gokak","5740","hosapete-galli_5740","525603","53111","Canara Bank-9868","","2024-11-30","Completed","37","18191","0","18191","0","","Death-PreClosure","","app","0","0","Absent","NA","NA","",""
"37-Amargol Hubli","143-Shamanur","5382","yaragunte_5382","528694","55517","Karnataka Bank-10098","SF00685-Raghavendra N Shivannanavar","2025-02-11","Completed","47","22080","0","22064","16","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF00203-Sachin N Gadad","2025-02-11 08:03:56.015"
"37-Amargol Hubli","143-Shamanur","5382","yaragunte_5382","634393","55517","Karnataka Bank-10098","SF00685-Raghavendra N Shivannanavar","2025-02-11","Completed","19","27428","0","27408","20","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF00203-Sachin N Gadad","2025-02-11 08:03:39.186"
"4-Darbhanga","150-Sheohar","7660","jafarpur_7660","547547","70479","State Bank of India-15666","SF00210-Rahul kumar","2024-12-24","Completed","34","24830","0","24740","90","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF00578-Rajeev Kumar","2024-12-24 06:28:29.956"
"37-Amargol Hubli","121-Haveri","6687","wardi_6687","603505","117474","IDFC FIRST Bank-32652","SF00385-Neelanayakka Lambani","2024-10-01","Completed","7","24544","0","24455","89","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF00206-Somappa Lakshmappa Talawar","2024-10-01 06:34:11.219"
"4-Darbhanga","110-Darbhanga","3020","sonki_3020","562813","83364","India Post Payments Bank-20022","","2024-08-19","Completed","28","47490","0","47490","0","","Death-PreClosure","","app","0","0","Absent","NA","NA","",""
"2-Mathura","118-Aligarh","3892","visavanpur-silla_3892","521506","39070","Bank of Baroda-5617","SF00121-Rahul","2024-12-12","Completed","40","26549","0","26530","19","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF01305-SACHIN CHAUDHARY","2024-12-12 07:33:13.155"
"37-Amargol Hubli","142-Gokak","12110","kaitnal-hosur_12110","608310","121258","Canara Bank-34077","SF00349-Iranna SKori","2024-09-30","Completed","6","46494","0","46393","101","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF01103-Ramesh Virupaxi Yaddur Virupaxi","2024-09-30 07:48:57.997"
"4-Darbhanga","151-Kanti","7859","bhatauna_7859","599820","114535","Bank of India-31396","SF00710-Shiv Kumar","2024-10-04","Completed","9","31530","0","31670","-140","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF01415-Vikas Yadav","2024-10-04 07:27:32.212"
"4-Darbhanga","151-Kanti","8296","barka_8296","622998","133082","Bank of Baroda-39430","SF00995-ABHISHEK Kumar","2025-01-18","Completed","18","32018","0","31948","70","Self","PreClosure","Cash","app","0","0","Absent","NA","NA","SF01415-Vikas Yadav","2025-01-18 07:06:29.283"
"2-Mathura","181-Bareilly","11335","nadosi_11335","593883","109683","Baroda Uttar Pradesh Gramin Bank-29658","SF00505-Lokesh Kumar","2025-02-05","Completed","28","12183","0","12121","62","not paid","PreClosure","None","app","0","0","Absent","NA","NA","SF00505-Lokesh Kumar","2025-02-05 08:17:44.500"
"2-Mathura","145-Kiraoli","6934","rojhauli_6934","537680","62659","State Bank of India-13206","SF00605-V.P. Singh","2025-01-07","Completed","38","28069","0","27967","102","Group","PreClosure","Cash","app","0","0","Absent","NA","NA","SF01418-Vikram Singh Choudhary","2025-01-07 07:35:36.864"
"2-Mathura","145-Kiraoli","6073","dhanoli_6073","529070","55831","Canara Bank-10379","","2024-08-26","Completed","25","46925","0","46925","0","","Death-PreClosure","","app","0","0","Absent","NA","NA","SFIN001-SREFINCREDIT-USER",""
"1-Ayodhya","111-Gorakhpur","7123","bhatahat-araji_7123","540399","64612","State Bank of India-13165","SF01303-Mritunjay Kumar","2025-02-06","Completed","43","20971","0","20850","121","not paid","PreClosure","None","app","0","0","Absent","NA","NA","SF01381-Pradeep Kumar Ram","2025-02-06 14:27:41.475"
"4-Darbhanga","131-Benipur","3981","pohadi_3981","508966","38716","Indusind Bank-6209","SF00645-Manohar Kumar","2024-08-14","Completed","26","35285","0","35259","26","Self","PreClosure","Cash","app","0","0","Absent","NA","NA","SF00059-Sachin Kumar Jha","2024-08-14 09:50:40.896"
"4-Darbhanga","119-Runnisaidpur","9096","saghari_9096","569407","86096","Central Bank of India-21226","SF01220-Puspak Kumar","2024-11-26","Completed","23","37014","0","37014","0","Self","PreClosure","Cash","app","0","0","Absent","NA","NA","SF00578-Rajeev Kumar","2024-11-26 09:21:43.859"
"1-Ayodhya","113-Chauri Chaura","3891","rampura-karmota _3891","507393","37293","Punjab National Bank-5198","SF01148-Sangam Kumar Pandey","2024-10-14","Completed","37","24803","0","24749","54","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF00101-Krishn Kant Ray","2024-10-14 09:29:58.370"
"4-Darbhanga","119-Runnisaidpur","3671","dharharwa-urf parri dharharwa_3671","507521","37422","Union Bank of India-5181","","2024-11-25","Completed","46","35056","0","35056","0","","Death-PreClosure","","app","0","0","Absent","NA","NA","",""
"2-Mathura","173-Dholpur","9895","firozpur_9895","571790","91020","Punjab National Bank-23480","SF00432-Sunny choudhary","2024-12-19","Completed","26","30507","0","30485","22","Self","PreClosure","Cash","app","0","0","Absent","NA","NA","SF00893-Nagar Mal Yadav","2024-12-19 07:52:36.894"
"1-Ayodhya","113-Chauri Chaura","3104","chauri-chaura_3104","527357","54469","Central Bank of India-9849","SF00125-Vishal kumar maddheshiya","2024-07-25","Completed","18","34733","0","34683","50","Self","PreClosure","Cash","app","0","0","Absent","NA","NA","SF00101-Krishn Kant Ray","2024-07-25 05:27:49.369"
"135-Varanasi","107-Shivpur","3855","ayar_3855","507587","37483","Baroda Uttar Pradesh Gramin Bank-5195","SF00124-Sanjay kumar mishra","2024-12-10","Completed","45","14906","0","14863","43","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF01088-Shivam Kumar Pandey","2024-12-10 06:52:24.956"
"2-Mathura","117-Tundla","4197","nagla-parmsukh_4197","510793","40352","State Bank of India-5988","","2024-08-13","Completed","27","48539","0","48539","0","","Death-PreClosure","","app","0","0","Absent","NA","NA","",""
"4-Darbhanga","153-Sitamarhi","8190","jonka_8190","553683","74551","Bank of India-17149","SF00854-Aman Kumar","2025-02-14","Completed","39","27337","0","27297","40","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF00696-Sanjeet Kumar","2025-02-14 04:17:32.082"
"1-Ayodhya","133-Nichlaul","4375","gularbhar_4375","513325","42522","Baroda Uttar Pradesh Gramin Bank-6601","SF00449-Sangam gupta","2024-12-16","Completed","44","24788","0","24663","125","not paid","PreClosure","None","app","0","0","Absent","NA","NA","SF00300-Vinay Kumar Tripathi","2024-12-16 13:51:07.352"
"2-Mathura","117-Tundla","7050","gari-sahja _7050","540724","64010","Canara Bank-13318","SF00197-Navneet Singh","2024-10-01","Completed","24","36348","0","36190","158","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF00727-Sateesh Kumar","2024-10-01 09:40:05.161"
"2-Mathura","117-Tundla","6515","nawalpur_6515","532739","58860","State Bank of India-11189","SF00112-Lav Kumar","2024-05-31","Completed","10","44090","0","44090","0","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF00727-Sateesh Kumar","2024-05-31 03:14:40.287"
"2-Mathura","118-Aligarh","4914","beriya-nagla_4914","517655","46367","Canara Bank-7503","SF00255-Aman Kumar","2024-05-13","Completed","10","44439","0","44278","161","Group","PreClosure","Cash","app","0","0","Absent","NA","NA","SFIN001-SREFINCREDIT-USER","2024-05-13 11:04:54.996"
"135-Varanasi","192-Maudaha","14448","tolamaf_14448","614441","126050","Gramin Bank of Aryavart-36294","SF01085-Nagendra Kumar","2025-01-30","Completed","22","31721","0","31698","23","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF01593-Ikshwanku Kumar Mishra","2025-01-30 10:40:13.742"
"3-Kalaburgi","114-Yadgir","3546","dukan-wadi sadar darwaz near new kannda school _3546","504982","35014","Bank of Maharashtra-4654","SF00659-Mahesh","2024-08-26","Completed","30","32866","0","32795","71","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF00593-Anjaneya Laxmi","2024-08-26 06:02:43.426"
"4-Darbhanga","179-Dhamdaha","11551","nirpur_11551","587758","104583","State Bank of India-28836","SF01323-Indradev Kumar","2024-12-26","Completed","23","36841","0","36814","27","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF00785-Ashok Bharti","2024-12-26 09:42:53.021"
"4-Darbhanga","150-Sheohar","7128","khurpatti_7128","558694","79772","Uttar Bihar Gramin Bank-18864","SF00210-Rahul kumar","2024-08-01","Completed","10","44161","0","44129","32","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF00427-Bhartendu Kumar","2024-08-01 06:18:30.194"
"4-Darbhanga","131-Benipur","5748","hariyath_5748","545527","68846","Punjab National Bank-14953","SF01538-Randher Yadav","2024-12-11","Completed","33","21788","0","21788","0","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF00059-Sachin Kumar Jha","2024-12-11 09:57:40.160"
"3-Kalaburgi","140-Chitguppa","8742","chitguppa- dastegiri mohalla_8742","558443","79577","Karnataka Gramin Bank-19146","","2024-05-27","Completed","","49543","0","49400","143","","PreClosure","","app","0","0","Absent","NA","NA","SF00409-Babu Shivashankar","2024-05-27 14:19:24.018"
"37-Amargol Hubli","144-Hubbali","16152","dharwad-coleny _16152","626538","135703","Canara Bank-40319","","2024-10-25","Completed","5","47582","0","47308","274","","PreClosure","","app","0","0","Absent","NA","NA","SF00137-Praveen Hanumantappa Walikar","2024-10-25 03:38:34.799"
"4-Darbhanga","131-Benipur","3632","karahari_3632","504966","34995","Punjab National Bank-4675","SF00536-Ankit Kumar","2024-09-09","Completed","32","27509","0","27429","80","Self","PreClosure","Cash","app","0","0","Absent","NA","NA","SF00059-Sachin Kumar Jha","2024-09-09 05:15:24.715"
"3-Kalaburgi","167-Jamkhandi","9609","bheemnagar_9609","570269","77821","Bank of India-22316","SF00488-Shravan Dayanand Kamble","2024-09-12","Completed","12","43279","0","43185","94","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF00310-Sangamesh Kalavvagol","2024-09-12 09:02:44.745"
"37-Amargol Hubli","147-Ranebennur","5515","uma-shankar nagar _5515","523762","51671","Tamilnad Mercantile Bank-9047","","2024-08-13","Completed","34","38447","0","38447","0","","Death-PreClosure","","app","0","0","Absent","NA","NA","",""
"4-Darbhanga","119-Runnisaidpur","5124","koahi-ward no 14_5124","520513","48797","Central Bank of India-8077","SF00643-Manish Kumar","2024-07-08","Completed","17","37284","0","37203","81","Self","PreClosure","Cash","app","0","0","Absent","NA","NA","SF00299-Kamal Kishore Thakur","2024-07-08 08:07:50.032"
"1-Ayodhya","113-Chauri Chaura","3104","chauri-chaura_3104","525858","53303","Central Bank of India-9853","SF00125-Vishal kumar maddheshiya","2024-07-24","Completed","18","34708","0","34683","25","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF00101-Krishn Kant Ray","2024-07-24 10:04:41.711"
"135-Varanasi","107-Shivpur","6949","chhanhi_6949","537951","62883","Union Bank of India-12513","SF00467-Vineet Pandey","2025-01-23","Completed","42","21954","0","21922","32","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF01088-Shivam Kumar Pandey","2025-01-23 06:53:00.957"
"4-Darbhanga","116-Phulparas","3791","narahia_3791","524618","52358","State Bank of India-9068","","2024-12-18","Completed","42","40365","0","40365","0","","Death-PreClosure","","app","0","0","Absent","NA","NA","",""
"2-Mathura","181-Bareilly","9972","abdullapur-maffi_9972","571066","90422","Bank of Baroda-22599","SF01376-AVATAR SINGH","2024-11-09","Completed","20","19614","0","19600","14","Self","PreClosure","Cash","app","0","0","Absent","NA","NA","SF00505-Lokesh Kumar","2024-11-09 05:50:09.358"
"102-Jharkhand","166-Govindpur","13038","bhitia-1_13038","610379","122788","Bank of Baroda-34712","SF01033-Ranjan Kumar Pandey","2025-01-09","Completed","21","32062","0","32016","46","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF00668-Naresh Rajak","2025-01-09 05:38:11.446"
"4-Darbhanga","116-Phulparas","3928","brahampura_3928","508494","37668","State Bank of India-5341","SF01235-SAROJ DAS","2024-10-18","Completed","37","17472","0","17447","25","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF01242-Atul Kumar","2024-10-18 07:00:38.036"
"2-Mathura","118-Aligarh","10940","jakir-nagar_10940","603983","102279","Bank of Baroda-26744","SF00740-Mukesh Kumar","2024-12-20","Completed","20","33521","0","33521","0","Self","PreClosure","Cash","app","0","0","Absent","NA","NA","SF01305-SACHIN CHAUDHARY","2024-12-20 11:52:35.687"
"2-Mathura","118-Aligarh","7676","nayabas-narendra garhi_7676","631390","74852","Punjab National Bank-17173","SF00046-Kuldeep","2025-01-14","Completed","15","24787","0","24679","108","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF01305-SACHIN CHAUDHARY","2025-01-14 09:34:43.272"
"2-Mathura","117-Tundla","6889","etmadpur_6889","537760","62204","Indian Overseas Bank-12234","SF01462-Praveen Kumar","2025-01-21","Completed","41","19863","0","19805","58","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF00727-Sateesh Kumar","2025-01-21 13:27:43.663"
"2-Mathura","117-Tundla","7351","chhalesar_7351","542948","66769","Union Bank of India-14168","SF00507-Pavan Kumar","2025-02-16","Completed","43","24620","0","24531","89","Self","PreClosure","Cash","app","0","0","Absent","NA","NA","SF00046-Kuldeep","2025-02-16 09:52:55.902"
"2-Mathura","159-Fatehabad","8881","jawahar-pura _8881","560068","80971","Indusind Bank-19246","SF00113-Govind Singh","2025-01-21","Completed","34","26459","0","26440","19","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF00520-Ashish Singh","2025-01-21 12:58:41.198"
"4-Darbhanga","119-Runnisaidpur","7000","banaul_7000","539622","63389","State Bank of India-12988","SF00401-Nishant Kumar ","2024-05-10","Completed","4","47557","0","47454","103","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SFIN001-SREFINCREDIT-USER","2024-05-10 10:13:43.630"
"2-Mathura","117-Tundla","3726","galiv_3726","506468","36410","Gramin Bank of Aryavart-4959","SF00046-Kuldeep","2025-02-17","Completed","56","15972","0","15972","0","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF00046-Kuldeep","2025-02-17 09:14:21.151"
"3-Kalaburgi","115-Bijapur","4948","j-m road bagayat galli_4948","518858","47426","Bank of Baroda-7773","SF00986-Shabbir Tidagundi","2024-07-30","Completed","22","37499","0","37472","27","Self","PreClosure","Cash","app","0","0","Absent","NA","NA","SF00452-Sharanappa Rugi ","2024-07-30 06:24:55.380"
"3-Kalaburgi","108-Kalaburgi","3932","khaja-bandenawaj darga_3932","510134","39768","State Bank of India-5800","SF00079-Prashant ","2024-09-20","Completed","33","30871","0","30849","22","Self","PreClosure","Cash","app","0","0","Absent","NA","NA","SF00409-Babu Shivashankar","2024-09-20 13:05:17.928"
"1-Ayodhya","113-Chauri Chaura","3104","chauri-chaura_3104","526737","53957","Central Bank of India-9852","SF00125-Vishal kumar maddheshiya","2024-07-24","Completed","18","39868","0","39839","29","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF00101-Krishn Kant Ray","2024-07-24 10:06:16.073"
"37-Amargol Hubli","180-Jagalur","12761","ashwath-extension _12761","602575","115965","Canara Bank-32304","","2024-11-28","Completed","17","45173","0","45173","0","","Death-PreClosure","","app","0","0","Absent","NA","NA","",""
"4-Darbhanga","110-Darbhanga","5211","sankar-pur  sobhan_5211","586769","103732","State Bank of India-27295","SFIN001-SREFINCREDIT-USER","2024-10-08","Completed","12","37753","0","37562","191","","PreClosure","","app","0","0","Absent","NA","NA","SF00686-Manish Kumar","2024-10-08 09:26:42.888"
"4-Darbhanga","131-Benipur","5101","pohadi-bela_5101","551779","73990","Punjab National Bank-16881","","2024-08-13","Completed","33","40257","0","40257","0","","Death-PreClosure","","app","0","0","Absent","NA","NA","",""
"37-Amargol Hubli","147-Ranebennur","6538","j-h patel nagar _6538","533045","59060","Indian Overseas Bank-11294","SF00549-Mallikarjun Gudihindala","2024-10-30","Completed","31","32215","0","32192","23","Self","PreClosure","Cash","app","0","0","Absent","NA","NA","SF00220-Shivakumar Poojar","2024-10-30 10:17:21.066"
"37-Amargol Hubli","142-Gokak","8112","yelapatti-_8112","617831","128973","Karnataka Vikas Grameena Bank-37948","SF00349-Iranna SKori","2025-01-20","Completed","19","31699","0","31584","115","Self","PreClosure","Cash","app","0","0","Absent","NA","NA","SF01103-Ramesh Virupaxi Yaddur Virupaxi","2025-01-20 06:27:11.663"
"37-Amargol Hubli","142-Gokak","9517","rajapur_9517","566497","86511","Karnataka Vikas Grameena Bank-22078","SF00516-Hanamant L Avaradi","2024-09-06","Completed","12","43096","0","43034","62","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF01103-Ramesh Virupaxi Yaddur Virupaxi","2024-09-06 06:23:01.187"
"37-Amargol Hubli","158-Kittur","9240","kittur_9240","566483","84611","Karnataka Vikas Grameena Bank-20507","SF01055-Mahesh Byali","2024-12-03","Completed","25","31110","0","30997","113","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF00500-Vinod S Dastikoppa","2024-12-03 08:30:52.662"
"2-Mathura","118-Aligarh","7676","nayabas-narendra garhi_7676","546578","69716","Bank of Baroda-15282","SF00046-Kuldeep","2025-01-14","Completed","37","28631","0","28507","124","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF01305-SACHIN CHAUDHARY","2025-01-14 09:34:03.710"
"2-Mathura","117-Tundla","3376","nagla-deviram_3376","503377","33426","Bank of India-4221","","2024-01-08","Completed","","43125","0","43000","125","","PreClosure","","app","0","0","Absent","NA","NA","SFIN001-SREFINCREDIT-USER","2024-01-09 22:45:39.835"
"2-Mathura","118-Aligarh","4914","beriya-nagla_4914","517662","46376","State Bank of India-7506","SF00255-Aman Kumar","2024-05-28","Completed","12","43373","0","43185","188","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF00172-Manak Chand Choudhary","2024-05-28 09:14:58.951"
"135-Varanasi","192-Maudaha","14078","bhugaicha-hamirpur _14078","613160","124998","Indian Bank-36150","SF01072-Jagdish Kumar","2025-01-24","Completed","21","32221","0","32151","70","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF01593-Ikshwanku Kumar Mishra","2025-01-24 07:28:53.512"
"3-Kalaburgi","115-Bijapur","12385","peti-boudi _12385","598827","113760","State Bank of India-31085","SF00986-Shabbir Tidagundi","2024-08-22","Completed","4","13512","0","13502","10","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF00452-Sharanappa Rugi ","2024-08-22 06:45:43.205"
"3-Kalaburgi","109-Basavakalyan","8638","rampur-wadi_8638","557826","79045","State Bank of India-19383","SF00787-Kumar","2024-12-11","Completed","28","12006","0","11772","234","not paid","PreClosure","None","app","0","0","Absent","NA","NA","SF00787-Kumar","2024-12-11 13:08:00.164"
"1-Ayodhya","125-Captainganj","5014","chaumukha_5014","525953","53320","Central Bank of India-9430","","2024-10-24","Completed","32","28154","0","27992","162","","PreClosure","","app","0","0","Absent","NA","NA","SF01406-Istkhar Ahmad","2024-10-24 11:21:43.182"
"4-Darbhanga","155-Samastipur","7152","hansa-sathmalpur _7152","551631","72629","State Bank of India-16717","SF01158-Dharam Kumar","2024-08-29","Completed","14","42103","0","42042","61","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF01319-Arun Kumar","2024-08-29 06:04:22.457"
"1-Ayodhya","125-Captainganj","4822","bari-gaon_4822","520154","48475","Central Bank of India-8002","SF00273-Chandan Gupta","2024-08-01","Completed","22","30630","0","30630","0","Self","PreClosure","Cash","app","0","0","Present","NA","NA","SF00151-Santosh Kumar","2024-08-01 10:29:54.709"
"2-Mathura","117-Tundla","11196","abbas-nagar.2 _11196","584270","101664","Indian Bank-26524","","2024-12-24","Completed","25","48359","0","48359","0","","Death-PreClosure","","app","0","0","Absent","NA","NA","",""
"4-Darbhanga","184-Saharsa","11907","latha_11907","592239","108356","State Bank of India-29384","","2025-01-28","Completed","27","43185","0","43185","0","","Death-PreClosure","","app","0","0","Absent","NA","NA","",""
